id ,number,rond,stock,daemi,link,price
35,09120501673,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=416710,3600000
36,09120501679,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=416714,3600000
37,09120501681,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=416715,3600000
38,09120949151,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=416730,3800000
39,09120949161,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=416731,3800000
40,09120644872,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=416732,3400000
41,09129683928,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=421581,4200000
42,09123902612,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=423179,11500000
43,09123856381,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=423180,10800000
44,09123902485,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=423181,10800000
45,09123907311,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=423183,11300000
46,09123818191,1,0,1,https://www.mobile.ir/simcard/details.aspx?id=423184,33500000
47,09129679055,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=423237,4000000
48,09129679054,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=423238,3850000
49,09129679053,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=423239,3850000
50,09113457663,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=361020,2500000
51,09113457664,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=361021,2500000
52,09912011376,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=361022,500000
53,09912011378,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=361023,500000
54,09912766264,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=361024,990000
55,09113457969,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=363601,3500000
56,09382542353,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=382200,199000
57,09101048454,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=382711,2500000
58,09101018696,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=383020,2500000
59,09192444500,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=416085,9900000
60,09213343835,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=166390,45000
61,09108707068,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=294173,100000
62,09108707082,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=294181,100000
63,09108707083,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=294182,100000
64,09108707089,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=294186,100000
65,09352463333,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=9247,3500000
66,09198888943,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=14040,1500000
67,09198888794,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=14055,1500000
68,09198888674,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=14146,1500000
69,09198888497,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=15142,1500000
70,09198888962,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=36320,1500000
71,09213343739,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=166391,100000
72,09217917274,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=166406,35000
73,09216362879,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=166414,35000
74,09335813899,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=270255,20000
75,09108707092,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=294188,100000
76,09108707096,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=294190,100000
77,09108707100,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=294194,250000
78,09108707103,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=294196,100000
79,09108707104,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=294197,100000
80,09108707124,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=294208,100000
81,09108707126,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=294209,100000
82,09108707127,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=294210,100000
83,09108707140,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=294220,100000
84,09108707142,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=294221,100000
85,09108707143,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=294222,100000
86,09129328793,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=411403,4000000
87,09123260325,1,0,1,https://www.mobile.ir/simcard/details.aspx?id=411404,30000000
88,09121191708,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=411405,49000000
89,09126109108,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=416760,12000000
90,09108707129,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=294211,100000
91,09108707130,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=294212,100000
92,09108707133,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=294214,100000
93,09108707185,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=294251,100000
94,09108707186,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=294252,100000
95,09108707189,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=294254,100000
96,09108707195,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=294257,100000
97,09108707197,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=294258,100000
98,09108707201,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=294260,100000
99,09028219554,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=345937,25000
100,09918543400,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=352291,30000
101,09108707079,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=403952,250000
102,09121065811,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=408870,49000000
103,09123444346,1,0,1,https://www.mobile.ir/simcard/details.aspx?id=408873,20000000
104,09128355002,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=408876,9000000
105,09126879311,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=408877,5500000
106,09108707115,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=411177,100000
107,09108707113,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=411178,100000
108,09108707112,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=411179,100000
109,09108707110,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=411180,100000
110,09120217005,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=411427,25000000
111,09120213220,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=411428,22000000
112,09120216750,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=411429,20000000
113,09120231300,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=411430,25000000
114,09120235300,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=411431,25000000
115,09120136400,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=411432,25000000
116,09120132330,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=411433,7000000
117,09120180210,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=411434,10000000
118,09120180260,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=411435,10000000
119,09120237800,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=411436,12000000
120,09120720020,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=411437,22000000
121,09120400350,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=411438,22000000
122,09120253600,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=411439,12000000
123,09120745733,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=411440,5000000
124,09120502208,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=411441,5000000
125,09120906020,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=411442,25000000
126,09912037567,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=411443,300000
127,09120213008,1,0,1,https://www.mobile.ir/simcard/details.aspx?id=412222,25000000
128,09121232644,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=417286,155000000
129,09120636384,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=411997,5800000
130,09121024011,1,0,1,https://www.mobile.ir/simcard/details.aspx?id=412815,90000000
131,09121026011,1,0,1,https://www.mobile.ir/simcard/details.aspx?id=412816,85000000
132,09121399465,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=413609,35500000
133,09121064635,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=415796,53500000
134,09124367839,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=415998,7900000
135,09123156986,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=416588,10500000
136,09123544069,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=416589,10500000
137,09121957810,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=417118,28300000
138,09122474749,1,0,1,https://www.mobile.ir/simcard/details.aspx?id=417122,45000000
139,09122278009,1,0,1,https://www.mobile.ir/simcard/details.aspx?id=417123,38000000
140,09122545654,1,0,1,https://www.mobile.ir/simcard/details.aspx?id=417124,36000000
141,09126433200,1,0,1,https://www.mobile.ir/simcard/details.aspx?id=421474,11500000
142,09124086367,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=421811,9500000
144,09122014166,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=424046,26500000
145,09126706477,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=424047,5800000
146,09120522568,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420054,4300000
147,09120478637,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420068,3750000
148,09120522496,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420070,3750000
149,09120477680,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420072,3750000
150,09120483491,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420073,3750000
151,09120478622,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420074,3750000
152,09120476213,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420075,3750000
153,09120499851,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420081,3750000
154,09120499865,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420084,3750000
155,09120477689,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420088,3750000
156,09120477693,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420089,3750000
157,09120477694,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420090,3750000
158,09120478629,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420105,3650000
159,09122430219,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=419939,19000000
160,09125948313,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=419948,6900000
161,09126548309,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419958,6000000
162,09126354158,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419959,5700000
163,09126384159,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419960,5700000
164,09126357194,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419961,5700000
165,09126387359,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419962,5700000
166,09126284713,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419964,5200000
167,09128905794,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419977,4700000
168,09129613732,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419991,4700000
169,09129613734,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419992,4700000
170,09129645324,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419995,4200000
171,09129642874,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419996,4200000
172,09129217652,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420000,4200000
173,09129682579,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420008,3900000
174,09120477674,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420013,4500000
175,09120856961,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420019,4500000
176,09120085874,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420039,4400000
177,09120522569,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420055,4300000
178,09120522573,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420056,4300000
179,09120476215,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420077,3750000
180,09120476218,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420078,3750000
181,09120948951,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420101,3650000
182,09120478635,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420106,3650000
183,09127934977,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=424357,4600000
184,09124789536,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419941,7100000
185,09124789457,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419942,7100000
186,09125439270,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419949,7000000
187,09128047838,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419972,5600000
188,09129613733,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419980,5200000
189,09120892925,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420021,4500000
190,09120478636,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420033,4500000
191,09120085887,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=420034,4500000
192,09120522513,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420035,4500000
193,09120169531,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420063,3750000
194,09120478623,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420103,3650000
195,09353334143,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=412579,580000
196,09352227178,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=413395,550000
197,09355557327,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=416128,500000
198,09355557461,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=416137,550000
199,09352112327,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=422516,400000
200,09352112722,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=422524,400000
201,09352112827,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=422527,400000
202,09352112822,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=422528,400000
203,09127216534,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=387854,5000000
204,09128055241,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=388249,4600000
205,09120998381,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=421066,4150000
206,09120998387,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=421068,4150000
207,09120996272,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=421069,4150000
208,09120996323,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=421070,4150000
209,09120227928,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=421088,3950000
210,09121324648,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=423279,48000000
211,09126973552,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=424032,5500000
212,09126854938,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=424033,5500000
213,09361445000,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=417786,2500000
214,09361448000,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=417789,2200000
215,09361057000,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=417804,2500000
216,09361058000,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=417805,2500000
217,09361087000,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=417819,2500000
218,09362116000,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=422992,1800000
219,09362083000,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=418074,950000
220,09901914119,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=231802,100000
221,09901913019,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=411590,100000
222,09022257007,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=389120,150000
223,09309308678,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=389122,150000
224,09309309567,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=389124,150000
225,09352440928,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=389201,50000
226,09352440927,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=389202,50000
227,09913890993,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=389296,50000
228,09913890994,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=389298,50000
229,09913890995,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=389299,50000
230,09913890996,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=389300,50000
231,09913890998,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=389302,50000
232,09911009870,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=389303,75000
233,09911009904,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=389304,75000
234,09911009906,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=389306,75000
235,09910904080,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=389334,125000
236,09910306020,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=389354,125000
237,09151843119,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=421089,4500000
238,09151843011,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=421090,5000000
239,09151847521,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=421092,3000000
240,09151847143,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=421094,3000000
241,09151848044,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=421095,5500000
242,09363033000,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=421101,9900000
243,09364044000,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=421102,6900000
244,09339099000,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=421103,9900000
245,09334044000,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=421104,6900000
246,09336066000,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=421105,6900000
247,09036003303,1,0,1,https://www.mobile.ir/simcard/details.aspx?id=420744,8700000
248,09127336456,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=423550,4700000
249,09121003751,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=67997,180000000
250,09191003751,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=67998,300000
251,09169803751,0,0,0,https://www.mobile.ir/simcard/details.aspx?id=68000,250000
252,09351003751,0,0,0,https://www.mobile.ir/simcard/details.aspx?id=69518,200000
253,09123648128,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=422963,10000000
254,09104488003,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=397903,300000
255,09104488002,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=397904,300000
256,09100269737,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=397877,60000
257,09100269858,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=397886,60000
258,09100269848,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=397887,60000
259,09100269678,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=397876,50000
260,09104467005,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=397895,300000
261,09104467004,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=397896,300000
262,09104488007,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=397900,300000
263,09104466997,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=397906,200000
264,09104466995,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=397907,200000
265,09104466993,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=397909,200000
266,09104466778,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=397913,200000
267,09104466447,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=397917,250000
268,09104466811,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=397927,200000
269,09127455473,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=333834,5000000
270,09124419939,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=338262,14000000
271,09122414186,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=350399,25000000
272,09122425451,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=354420,24000000
273,09124422397,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=358821,12500000
274,09125427427,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=358823,25000000
275,09125411154,1,0,1,https://www.mobile.ir/simcard/details.aspx?id=360528,45000000
276,09124487910,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=369137,7000000
277,09124423821,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=372958,9000000
278,09122427564,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=381100,18000000
279,09124425006,1,0,1,https://www.mobile.ir/simcard/details.aspx?id=229651,15000000
280,09121414984,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=290503,80000000
281,09122414100,1,0,1,https://www.mobile.ir/simcard/details.aspx?id=298284,105000000
282,09128422900,1,0,1,https://www.mobile.ir/simcard/details.aspx?id=316629,7500000
283,09128453682,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=325517,4600000
284,09122428341,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=332778,18000000
285,09129483313,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=381471,4700000
286,09122424886,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=388383,32000000
287,09127417647,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=396938,5000000
288,09124422898,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=399535,14000000
289,09120640806,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=402199,4000000
290,09126413292,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=404843,7000000
291,09129481161,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=408985,4700000
292,09122423196,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=411457,17000000
293,09128781611,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=413421,7000000
294,09128781121,1,0,1,https://www.mobile.ir/simcard/details.aspx?id=413632,7000000
295,09121414519,1,0,1,https://www.mobile.ir/simcard/details.aspx?id=416343,80000000
296,09127424841,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=416642,8000000
297,09129282583,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=418058,3500000
298,09127435474,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=420620,6200000
299,09128954813,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=420623,4000000
300,09129483026,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=420624,3500000
301,09122419877,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=421634,22000000
302,09123413367,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=421987,12000000
303,09120793175,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=422699,2800000
304,09120541431,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=410954,3600000
305,09120541435,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=410956,3600000
306,09120541437,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=410959,3600000
307,09124763658,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=412072,7700000
308,09120455047,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=413624,3600000
309,09120455066,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=420495,3800000
310,09120541438,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=421814,3600000
311,09120541439,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=422017,3600000
312,09122495013,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=424023,13500000
313,09129725615,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=424024,3300000
314,09165864008,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=415404,120000
315,09223718200,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=415328,35000
316,09219867600,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=415333,35000
317,09219868002,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=415337,35000
318,09219868300,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=415346,35000
319,09218721600,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=415352,35000
320,09218721500,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=415353,35000
321,09909163005,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=417628,90000
322,09164500581,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419560,70000
323,09219868500,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=415348,35000
324,09165938200,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=415396,120000
325,09165937005,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=415397,120000
326,09165429001,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=415411,120000
327,09160958003,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=415425,120000
